project_id,description,sources,factiva_sources
37798,In 2004 it was reported that China granted 4 million NZD to the Cook Islands. This aid was assistance in exchange for the Cook Islands recognition of Chinas ownership over Taiwan. A report from Australia's Parliament suggests that this project has been completed. The projects funded by this grant are unknown. ,"https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NZPA000020040501e05100006&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.aph.gov.au/Parliamentary_Business/Committees/Senate/Foreign_Affairs_Defence_and_Trade/Completed_inquiries/2004-07/china/report02/c10, Government Source (Donor/Recipient)","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NZPA000020040501e05100006&cat=a&ep=ASE, Media Report, including Wikileaks"
37799,"In 2009, China and Singapore signed a memorandum of understanding (MOU) to establish a China Culture Centre in Singapore with a total construction cost of 78.2 million SGD. The China Culture Centre would be a venue for Chinese arts and cultural exchanges in Singapore. It would offer classes in such areas as Mandarin, calligraphy and Chinese martial arts (wushu), and house a library of books on China. It would also hold exhibitions on Chinese and Singaporean art, film screenings as well as lectures on various aspects of Chinese culture. The center, which is scheduled to complete in 2016, consists of 11 stories. The facilities of the center include a multi-purpose hall, a recital hall, a 530-seat auditorium and an art gallery. Construction started in 2012 and is being carried out by Kim Seng Heng Engineering Construction and is expected to be completed in 2016. China has invested more than 1.3 billion yuan on cultural centres abroad, and the Chinese central government is the main source of funding for the centres. ","http://sg2.mofcom.gov.cn/article/bilateralvisits/200911/20091106622904.shtml, Government Source (Donor/Recipient); http://www.straitstimes.com/news/singapore/more-singapore-stories/story/pm-lee-attends-ground-breaking-ceremony-new-singapore-ch, Media Report, including Wikileaks; http://news.asiaone.com/news/singapore/pm-lee-attends-opening-ceremony-new-singapore-chinese-cultural-centre, Media Report, including Wikileaks; http://www.scmp.com/news/china/article/1710779/china-open-singapore-and-brussels-cultural-centres-part-360-million-yuan, Media Report, including Wikileaks; http://www.propertyguru.com.sg/property-management-news/2015/2/84242/ksh-wins-contract-to-build-singapore-chinese-cultu, Social Media, including Unofficial Blogs; http://www.chinaembassy.org.sg/chn/whjyykj/zgwh/t997149.htm, Government Source (Donor/Recipient)",
37829,"The Venezuelan Government will promote nine socialist projects of agricultural development in the Guarico, Apure, Delta Amacuro, Barinas and Portuguesa regions, all aimed at strengthening agricultural plant and livestock production in the country. These projects are all financed through the 20 billion USD credit line from China that was established in 2010. All these projects will be implemented by the Ministry of Popular Power for Agriculture and Lands. The first project targets the Socialist Agrarian Project Guarico River, which is underway since 2009, and plans planting 35,000 hectares to produce 420,000 tons of grain from rice and corn, as well as rehabilitation of canals and construction of new The recovery of viabilities of irrigation and recovery of buildings for the benefit of the community. The second is the Integral Socialist Agrarian Development Project Pí_ritu-Becerra, which is due in October, and includes the drilling of 100 wells, the recovery of agricultural viability, building a bridge over the Rio Guarico, lifting a communal city, the acquisition of buffaloes bellies livestock dual purpose, the construction of processing plants soybeans and pulse crops of rice, soy, legumes and vegetables. A third project will be implemented in the area of äó†äó†influence of Biruaca-Achaguas Axis, in Apure state, and includes the construction of 167 kilometers of viability and improvement of another 55 kilometers in the region, and the construction of two bridges, between Apurito-San Antonio and Hato El Frio-Santa Catalina, the conveyance of water for corn, bean, beans, papaya and others, and encourage the production of milk and beef. A fourth project, launched in 2009, is aimed at implementing the second stage of socialist agricultural development in Tiznados by which it seeks to promote the construction of canals, storage silos for food from cattle, building a milk processing plant. The fifth project aimed at the development of the Orinoco Delta, which was launched in January this year, aims to strengthen food production through incentives for planting rice and construction of an agroindustrial plant for processing, plus rectification work of canals and rehabilitation of agricultural viability. The statement also refers to Agrosocialista Project Santo Domingo, also started last January and aims to consolidate agricultural production plant in Barinas state through the construction of irrigation canals and the socio-round development. The seventh project is related to the Agroecolí_gico Llano Alto, in Barinas, and aims to promote the cultivation of cocoa, coffee and forestry plantations, the development of a community plan dual purpose cattle breeding under agroecological management and development of integrated farming, for the rearing of laying hens, broilers, sheep, pigs and vegetables. Likewise, the Agroecolí_gico project includes the installation Llano Alto Boconí_ reservoir in floating cages for the production of pacu, establishing apiaries, the creation of a network of beekeepers, installing tanks in Australian Academy of Agricultural Sciences for growing fish under water recirculation techniques recycled and eco-tourism development. Project Agrosocialista Guanarito, Portuguesa, is the eighth of the plans to be financed with resources from China, and to strengthen social support infrastructure and production in that region. The ninth project aims to consolidate agricultural production plant and livestock production in the Socialist Alto Apure Axis, between Elorza-Mantecal region. ","https://global.factiva.com/redir/default.aspx?P=sa&an=SABIUL0020100830e68p00002&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.mefbp.gob.ve/index.php?option=com_content&view=article&id=306:proyectos-desarrollo-agrario&catid=1:latest-news&Itemid=401, Government Source (Donor/Recipient); http://www.alopresidente.gob.ve/info/6/1920/proyecto_agrario_socialista.html, Government Source (Donor/Recipient)","https://global.factiva.com/redir/default.aspx?P=sa&an=SABIUL0020100830e68p00002&cat=a&ep=ASE, Media Report, including Wikileaks"
37835,"On January 3, 2014 members of the 15th Chinese escort fleet donated educational equipment to local schools in Tanzania.","http://tz.china-embassy.org/chn/sgdt/t1114320.htm, Government Source (Donor/Recipient); http://www.globaltimes.cn/content/835128.shtml, Media Report, including Wikileaks",
37864,"China has committed a loan of US$330.8 million for the Banten Suralaya power plant. Two power stations were jointly built by Chinese and Indonesian companies. The first, Banten Suralaya or Banten 1, is a 625-megawatt (MW) coal-fired power complex in Suralaya, Banten. This is an expansion project of an existing power plant, which is a 4,025 MW coal-fired power complex consisting of 8 generating units. 28 December 2012 marked the handing over ceremony of the structures and operations of power generators that has been completed, from China to Indonesia. This is a joint construction by the Dong Fang Electric Corporation and Shandong Electric Power Construction Company. This plant is already in operation. The project is part of the Fast Track Program, which is a plan by the Indonesian government to add power plants around the country, which total to about 10000 MW. The program covers the construction of 33 (some sources state 32, while others state 35) power plants, 10 of them in Java and Bali, with 23 located off the two main islands. So far contracts for 32 power plants have been signed, and most of these have now reached the construction phase. 
This project is linked to other fast-track program records. See Project IDs #38546, #38600, #38601, #38602, #38604, #38606, #38609, #38610, #38611, and #38614.","http://id.mofcom.gov.cn/article/todayheader/201201/20120107920057.shtml, Government Source (Donor/Recipient); http://www.sourcewatch.org/index.php/Banten_Suralaya_power_station, Other; http://www.sourcewatch.org/index.php/Banten_Lontar_power_station, Other; http://thejakartaglobe.beritasatu.com/archive/indonesias-pln-to-operate-3-new-coal-fired-plants/, Media Report, including Wikileaks; http://www.thejakartapost.com/news/2011/12/29/industry-gets-boost-3-new-power-plants.html, Media Report, including Wikileaks; http://www.powermag.com/indonesia-inaugurates-three-coal-plants/, Media Report, including Wikileaks; http://www.thejakartapost.com/news/2009/05/05/pln-secures-chinese-loans-power-plants-program-after-merpati-spat-solved.html, Media Report, including Wikileaks; http://www.suomenpankki.fi/bofit/tutkimus/tutkimusjulkaisut/dp/documents/dp1411.pdf, Academic Journal Article; http://thejakartaglobe.beritasatu.com/archive/power-loans-tied-up-over-merpati/308394/, Media Report, including Wikileaks; http://www.thejakartapost.com/news/2009/02/25/pln-secures-part-loans-needed-10000-mw-program.html, Media Report, including Wikileaks; http://www.thejakartapost.com/news/2009/02/28/govt-deal-with-china-loan-problems-merpati-and-pln.html, Media Report, including Wikileaks; http://www.thejakartapost.com/news/2009/03/24/ri-resolves-rifts-with-china-mends-ties.html, Media Report, including Wikileaks; http://www.thejakartapost.com/news/2009/05/26/pln-secure-761m-loans-chinese-banks-june.html-0, Media Report, including Wikileaks; http://thejakartaglobe.beritasatu.com/archive/funding-spat-puts-the-brakes-on-fast-track-power-project/307081/, Media Report, including Wikileaks; http://thejakartaglobe.beritasatu.com/archive/pln-hopes-to-secure-fast-track-funds-from-china-despite-financing-freeze/307184/, Media Report, including Wikileaks; http://thejakartaglobe.beritasatu.com/archive/pln-to-borrow-761m-from-china-for-fast-track-program/277141/, Media Report, including Wikileaks; http://www.thejakartapost.com/news/2009/12/15/pln-secures-final-financing-needed-first-10000-mw-power-plant-crash-program.html, Media Report, including Wikileaks; http://isslerhall.org/drupal/content/indonesia-chinese-financing-plns-fast-track-program, Other; http://id.mofcom.gov.cn/article/todayheader/200802/20080205369834.shtml, Government Source (Donor/Recipient); http://www.bi.go.id/en/iru/highlight-news/Documents/016f081313d64913b64a8f64c32276d7BeritaPerdagangandanInvest10Maret2009.doc, Government Source (Donor/Recipient)",
37865,"On 28 October 2014, China announced that it would hold training on anti-terrorism and anti-drugs for Afghanistan. The announcement was made during Afghan's President Mohammad Ashraf Ghani Ahmadzai visit to China. On the same date the announcement was made, China and Afghanistan signed an agreement on economic and technical cooperation, under which China would provide 2 billion Chinese Yuan in grant (See Project ID#37849). China previously had been providing small-scale security training to Afghanistan, specifically in the form of mine clearance and counter-narcotics training. In January 2015, the Xinjiang Frontier Corps and the Xinjiang Police College hosted the first Afghan anti-drug and anti-terrorism training seminar. The training was concluded on 29 January 2015 at Urumqi, Xinjiang. 50 police officers from the Afghanistan Interior Ministry Anti-drug, Anti-terrorism, and Border authorities Department participated in the training that lasted a month, and were later awarded the certificate of completion by the People's Republic of China Ministry of Public Security and the Ministry of Commerce.","http://af.mofcom.gov.cn/article/tbbd/201501/20150100856996.shtml, Government Source (Donor/Recipient); https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&NS=18&AID=9NAT002200&an=XNEWS00020141031eaav007bx&cat=a&ep=ASI, Media Report, including Wikileaks; http://www.lowyinstitute.org/publications/chinas-foreign-policy-afghanistan, Academic Journal Article; http://cpc.people.com.cn/n/2014/1101/c64094-25951221.html, Media Report, including Wikileaks; http://news.xinhuanet.com/politics/2014-10/31/c_1113065585.htm, Media Report, including Wikileaks; http://www.chinagabf.com/xbfjcb/html/Qnews/?ID=10812, Other Official Source (non-Donor, non-Recipient); http://difang.gmw.cn/xj/2015-02/01/content_14706457.htm, Media Report, including Wikileaks","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&NS=18&AID=9NAT002200&an=XNEWS00020141031eaav007bx&cat=a&ep=ASI, Media Report, including Wikileaks"
37873,In 2001 China provided a spot exchange (__±_) of $1 million for the newly formed Afghan government to be used as government startup funds. From China ECCO in Afghanistan: 2001Ô_‰_ƒ_™‰_Ü__îÔ_ñ__äæÔ_Ç_ï__´Ô´_ƒ_______100_™___ÔÛ—__±___ñ_™__îÔ_ñÔèÔ_ÎÔ»___´__âÔ_3000_™_ÔÛ—____´Ô™_ ‰__„â_©µ _‰Ô_©Ê„_,"http://af.mofcom.gov.cn/article/zxhz/hzjj/201501/20150100879514.shtml, Government Source (Donor/Recipient); https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&NS=18&AID=9NAT002200&an=bbcsap0020020529dy5t0040h&cat=a&ep=ASI, Media Report, including Wikileaks","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&NS=18&AID=9NAT002200&an=bbcsap0020020529dy5t0040h&cat=a&ep=ASI, Media Report, including Wikileaks"
37874,"In December 2001, China pledged 30 million yuan worth of emergency material assistance to the interim Afghan government. The Afghan government received the donation by the end of March 2002, indicating project completion. From China ECCO in Afghanistan: 2001Ô_‰_ƒ_™‰_Ü__îÔ_ñ__äæÔ_Ç_ï__´Ô´_ƒ_______100_™___ÔÛ—__±___ñ_™__îÔ_ñÔèÔ_ÎÔ»___´__âÔ_3000_™_ÔÛ—____´Ô™_ ‰__„â_©µ _‰Ô_©Ê„_","http://af.mofcom.gov.cn/article/zxhz/hzjj/201501/20150100879514.shtml, Government Source (Donor/Recipient); https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=xnews00020011221dxck001ph&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.china-un.ch/eng/qqwt/t85729.htm, Government Source (Donor/Recipient); http://outlookafghanistan.net/topics.php?post_id=5032, Media Report, including Wikileaks; http://af.china-embassy.org/chn/zagx/ztgk/t1097558.htm, Government Source (Donor/Recipient)","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=xnews00020011221dxck001ph&cat=a&ep=ASE, Media Report, including Wikileaks"
37875,"On 16 December 2010, the Chinese government gave Indonesia natural disaster relief assistance totalling 10 million yuan. Recent disasters include the earthquake and tsunami in West Sumatra, the eruption of Mount Merapi in Central Java, Papua Province and severe flooding in several areas, which resulted in heavy casualties and property losses. This aid comes alongside another grant of US$30000 from China for the same disaster victims. ","http://id.mofcom.gov.cn/article/todayheader/201012/20101207320074.shtml, Government Source (Donor/Recipient); http://internasional.tvonenews.tv/berita/view/45472/2010/11/09/cina_akan_beri_bantuan_10_juta_yuan_tanggulangi_bencana_ri.tvOne, Media Report, including Wikileaks; http://nasional.kompas.com/read/2010/11/09/15451522/China.Sumbang.Rp.13.Miliar.untuk.Bencana-5, Media Report, including Wikileaks",
37877,"In August 2007 a concessional loan agreement was signed between China and the Cook Islands for a 9.6 million USD. This funding was for two projects: the Telecom Sports Arena in Rarotonga, and the Ministry of Education administration building in Nikao (see project #40532). The amount of this loan that would go toward the arena was $8.5 million USD while $1.1 mil was set aside for the Ministry of Education building (discrepancy, see note). The conditions of the loan include a 2% interest, 5 year grace period, and a 20 year maturity rate. The project was meant to assist the Cook Islands in hosting the 2009 South Pacific Mini Games. China negotiated the use of a Chinese contractor, China Civil Engineering construction Corporation, for the implementation of the arena. Construction on this project ran from 2008-2009 and the stadium is now complete. In 2014 the building required extensive repairs. STAFF_NOTE: There is some discrepancy in how much this project cost. It is coded as the difference between linked project #40532 (Ministry of Education Building) and the total $9.6 million loan amount from China, so that the exact amount of the umbrella loan is captured accurately. ","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NATBR00020070404e3450000d&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020070906e396001n7&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020071129e3bt003bh&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020071220e3ck002xm&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020080727e47r0012x&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NZPA000020080704e474000e5&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020080703e47300335&cat=a&ep=ASE, Media Report, including Wikileaks; http://archives.pireport.org/archive/2008/July/07-16-ft.htm, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/chinese-aid-map/, Other Academic (Working Paper, Dissertation); http://www.mfem.gov.ck/docs/AMD/Development%20Programmes/China/3%20Year%20China%20Strat%20in%20PDF.pdf, Government Source (Donor/Recipient); http://csis.org/files/publication/issuesinsights_v11n05.pdf, Other Academic (Working Paper, Dissertation); http://edoc.vifapol.de/opus/volltexte/2011/2731/pdf/prif90.pdf, Other Academic (Working Paper, Dissertation); http://nz.mofcom.gov.cn/article/jlbgk/jlbzg/200806/20080605630242.shtml, Government Source (Donor/Recipient); http://www.lowyinstitute.org/files/pubfiles/Hanson,_China_stumbling_Second_edition_web.pdf, Other Academic (Working Paper, Dissertation); http://www.voltairenet.org/IMG/pdf/China_stumbling_through_the_Pacific.pdf, NGO/Civil Society/Advocacy; http://www.ssoar.info/ssoar/bitstream/handle/document/29276/ssoar-2009-seib-china_in_the_south_pacific.pdf?sequence=1, Other Academic (Working Paper, Dissertation)","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NATBR00020070404e3450000d&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020070906e396001n7&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020071129e3bt003bh&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020071220e3ck002xm&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020080727e47r0012x&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NZPA000020080704e474000e5&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020080703e47300335&cat=a&ep=ASE, Media Report, including Wikileaks"
37880,"From 2006-2007, China completed construction of police headquarters in Rarotonga. This project was a grant worth 4 million NZD. The commitment date for this project is unknown. In 2014 it was reported that this building required extensive repairs. ","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NATBR00020070404e3450000d&cat=a&ep=ASE, Media Report, including Wikileaks; http://archives.pireport.org/archive/2008/July/07-16-ft.htm, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/publications/chinese-assistance-pacific-agency-effectiveness-and-role-pacific-island-governments, Other Academic (Working Paper, Dissertation); http://pidp.eastwestcenter.org/pireport/2014/November/11-05-16.htm, Other Academic (Working Paper, Dissertation)","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NATBR00020070404e3450000d&cat=a&ep=ASE, Media Report, including Wikileaks"
37882,"From 2004 to 2006, China constructed a courthouse in the Cook Islands. The cost of construction was 4.8 million NZD ($6 million USD), and the implementing organization was China Civil Engineering Construction.The commitment date for this project is unknown. In 2014, this building required repairs by the government of the Cook Islands. ","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NATBR00020070404e3450000d&cat=a&ep=ASE, Media Report, including Wikileaks; http://archives.pireport.org/archive/2008/July/07-16-ft.htm, Other Academic (Working Paper, Dissertation); http://www.lowyinstitute.org/publications/chinese-assistance-pacific-agency-effectiveness-and-role-pacific-island-governments, Other Academic (Working Paper, Dissertation); http://pidp.eastwestcenter.org/pireport/2014/November/11-05-16.htm, Other Academic (Working Paper, Dissertation); https://books.google.com/books?id=P1BRuIwKsKkC&printsec=frontcover&dq=Global+warring:+How+environmental,+economic,+and+political+crisis+will+redraw+the+world+map&hl=en&sa=X&ved=0ahUKEwiQ6rTMz-TJAhUE6iYKHTKuAJ8Q6AEIJTAA#v=onepage&q=Global%20warring%3A%20How%20environmental%2C%20economic%2C%20and%20political%20crisis%20will%20redraw%20the%20world%20map&f=false, Other Academic (Working Paper, Dissertation)","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=NATBR00020070404e3450000d&cat=a&ep=ASE, Media Report, including Wikileaks"
37883,China donated about $1.79 million in dredging equipment to Afghanistan in March 2009. No other details are found. From China ECCO in Afghanistan: 2009Ô_‰3_ñ_Ç_ï_™____Ô´_ƒ_µ___öÔ„_178.75_™___ÔÛ—_ _™Û_ö_Œ_Ô__Ê„_,"http://af.mofcom.gov.cn/article/zxhz/hzjj/201501/20150100879514.shtml, Government Source (Donor/Recipient)",
37889,"In November 2011 China and Afghanistan signed a contract under which China would donate material supplies to the Afghan presidential palace. On November 23, 2011, The agreement was signed by Wu Gangchen, Commercial Counselor of China Embassy in Afghanistan and Afghanistan Presidential Chief of Staff Abdul Karim Khurram. The material supply are expected to be shipped out in December 2011. On October 1, 2012, the materials handover certificate signing ceremony was held in Afghanistan. Ambassador Xu Feihong and Afghanistan Presidential Chief of Staff Abdul Karim Khurram were present to sign on behalf of their respective governments.","http://af.mofcom.gov.cn/article/zxhz/hzjj/201501/20150100879514.shtml, Government Source (Donor/Recipient); http://af2.mofcom.gov.cn/article/bilateralcooperation/inbrief/201112/20111207857935.shtml, Government Source (Donor/Recipient); http://af2.mofcom.gov.cn/article/headnews/201112/20111207887318.shtml, Government Source (Donor/Recipient); http://af2.mofcom.gov.cn/article/headnews/201112/20111207887102.shtml, Government Source (Donor/Recipient); http://af.china-embassy.org/chn/sgxw/t976192.htm, Government Source (Donor/Recipient); http://af.mofcom.gov.cn/article/todayheader/201111/20111107845033.shtml, Government Source (Donor/Recipient)",
37897,"In March 2005 China agreed to install a tsunami warning system in Indonesia. The system consisted of 10 seismograph broadband and accelerometers, a national tsunami warning center, which included station construction, equipment installation, technical services, spare parts maintenance, processing facilities, training, and expertise for a limited time to the Indonesian government. Construction finished in March 2009, and the system was handed over to the Indonesian government in April 2010. The handover is part of Indonesia-China Digital Seismograph Network (ICDSN) project, which is the cooperation between the two governments on establishing a monitoring system of earthquake and tsunami in Indonesia which began in February 2005. 
STAFF_NOTE: See Project ID #41811 for further information on Chinese aid to Indonesia following the 2004 tsunami.","http://id.mofcom.gov.cn/article/todayheader/201004/20100406863635.shtml, Government Source (Donor/Recipient); http://www.unisdr.org/2006/ppew/tsunami/pdf/IOTWS-II-Document-5.pdf, Other Official Source (non-Donor, non-Recipient); http://www.thejakartapost.com/news/2010/04/12/china-hands-over-established-digital-seismograph-monitoring-equipments-indonesia.htm, Media Report, including Wikileaks; http://www.thejakartapost.com/news/2010/04/13/indonesia-gets-digital-seismograph-china.html, Media Report, including Wikileaks; http://www.unisdr.org/2006/ppew/tsunami/pdf/OIC-workshop-report-196.pdf, Other Official Source (non-Donor, non-Recipient); https://global.factiva.com/du/article.aspx/?accessionno=BSWEEK0020050107e11700001&fcpil=en&napc=S&sa_from=&cat=a, Media Report, including Wikileaks","https://global.factiva.com/du/article.aspx/?accessionno=BSWEEK0020050107e11700001&fcpil=en&napc=S&sa_from=&cat=a, Media Report, including Wikileaks"
37903,"In November 2009, Vice Premier Li Keqiang signed an agreement about establishing a Confucius Institute at the University of Canterbury with UC Vice-Chancellor Dr Rod Carr during a visit to the University. Confucius Institutes are not-for-profit centres within foreign universities designed to support the teaching of Chinese language and culture. They operate in partnership with a Chinese university and are financially supported by the Office of Chinese Language Council International (Hanban), part of the Chinese Ministry of Education. There are around 328 Confucius Institutes in 82 countries and regions. The University of Canterbury's new Confucius Institute is a joint venture with Huazhong University of Science and Technology (HUST) in Wuhan, widely regarded as one of the top ten universities in the Chinese higher education system. The University has been cooperating in teaching and research with HUST since 2005, when Christchurch and Wuhan signed a 'Friendship City' agreement.","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=SCCONZ0020091102e5b2000bd&cat=a&ep=ASE, Media Report, including Wikileaks","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=SCCONZ0020091102e5b2000bd&cat=a&ep=ASE, Media Report, including Wikileaks"
37904,"On December 3, 2009, the Chinese Minister of Commerce Lu Jian Hua led a delegation to Indonesia. Both China and Indonesia signed an agreement to continue Chinese participation in assisting Indonesia with its natural medicinal plant research and development project. The project involves the collection of Indonesian medical plant resources and training of Indonesian scientists. The first phase had been successful, and they were entering into the 2nd phase of the project.","http://id.mofcom.gov.cn/article/todayheader/200912/20091206664816.shtml, Government Source (Donor/Recipient)",
37911,"On December 29, 2014 Chinese Ambassador to Uganda Zhao Yali donated 2,400 pieces of hoes, 194 foam mattresses, a motorcycle, a 40-inch flat television screen, a number of bicycles, basket and footballs, sewing machines and sandals, among others to members of the Kinkizi West constituency. ","http://ug.china-embassy.org/chn/xwdt/t1114105.htm, Government Source (Donor/Recipient); http://www.opm.go.ug/news-archive/chinese-ambassador-donates-to-kinkizi-west-constituency.html, Government Source (Donor/Recipient)",
37912,"On January 7, 2014 the Chinese Ambassador, Mr. Zhao Yali has today handed over a Children Day Care Center to the Inspector General of Police, Gen. Kale Kayihura at Naguru, Kampala. The China-Uganda Friendship Kindergarten was constructed and donated by the Chinese Embassy to Uganda Police Force. The center will cater to Police Officers' children who stay and work within Kampala. ","http://ug.china-embassy.org/chn/xwdt/t1115395.htm, Government Source (Donor/Recipient); http://www.upf.go.ug/chinese-ambassador-hands-day-care-center-igp/, Media Report, including Wikileaks",
37914,"In March of 2011, Venezuela's Alcasa signed a deal with China's Chinalco to update and upgrade their aluminum production. The amount contracted for the project was 403 million USD, provided by the China-Venezuela Joint Fund. By October of 2011, it was reported that there were several difficulties with Chinalco's proposed improvements, and there was some doubt as to whether or not the project could continue. A release on Chinalco's website in June of 2014 admitted that the project was slow to be implemented, but at that date had been 78% completed. Because this project was supported, at least in part, by the China-Venezuela Joint Fund/Fondo Estrategico Pesado (See #35985, #37528, #37838, #38163, 38316, and #38380), this project is marked as a resource-backed or commodity-backed loan. Transaction amount taken out to prevent double-counting. ","https://global.factiva.com/redir/default.aspx?P=sa&an=EIUBL00020110305e7370000d&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.chalco.com.cn/zgly/xwzx/qydt/webinfo/2014/06/1405931265665778.htm, Implementing/Intermediary Agency Source; http://www.bnamericas.com/news/metals/chinalco-alcasa-negotiate-new-proposal, Media Report, including Wikileaks; http://www.alu.cn/aluNews/NewsDisplay_894131.html, Media Report, including Wikileaks; http://news.cnal.com/industry/2014/07-02/1404263881374952.shtml, Media Report, including Wikileaks; http://www.avn.info.ve/contenido/chinese-fund-invest-403-million-technological-upgrade-venezuela039s-aluminum-industry, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=EIUBL00020110305e7370000d&cat=a&ep=ASE, Media Report, including Wikileaks"
37915,"In March 2011, Venezuela signed an agreement for a 4 billion USD loan from ICBC for building housing projects across the country. China's CITIC Group will implemnent the $4 billion credit to fund the construction of 20,000 homes, and in return will jointly develop and operate mature crude oil fields with Venezuela state oil firm, PDVSA. In February of 2012 it was announced that the first 1.5 million USD installment of the loan had been released to begin construction in the urban development Tiuna City, which includes construction of 13,000 new houses for the people of Caracas. There is no other information on the disbursement of the remaining money, or the terms of the loan.","https://global.factiva.com/redir/default.aspx?P=sa&an=AFPES00020110316e73g001b9&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.thedialogue.org/PublicationFiles/TheNewBanksinTown-FullTextnewversion.pdf, Academic Journal Article; http://www.emergingmarkets.org/Article/2795362/Billion-dollar-deals-deepen-dependence-on-China.html, Media Report, including Wikileaks; http://www.pdvsa.com/index.php?tpl=interface.en/design/salaprensa/readnew.tpl.html&newsid_obj_id=9890&newsid_temas=1, Implementing/Intermediary Agency Source; https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=WSJCN00020111229e7cr0002j&cat=a&ep=ASI, Media Report, including Wikileaks; http://www.pdvsa.com/index.php?tpl=interface.sp/design/salaprensa/readnew.tpl.html&newsid_obj_id=9015&newsid_temas=1, Implementing/Intermediary Agency Source","https://global.factiva.com/redir/default.aspx?P=sa&an=AFPES00020110316e73g001b9&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=WSJCN00020111229e7cr0002j&cat=a&ep=ASI, Media Report, including Wikileaks"
37922,"On April 30, 2014 the Chinese ambassador to Uganda Zhao Yali attended the tree planting activity organized by the deputy prime minister of Uganda. At the ceremony he donated tractors to local farmers. ","http://ug.china-embassy.org/chn/xwdt/t1151967.htm, Government Source (Donor/Recipient)",
37927,"On June 6, 2014, Chinese Ambassador to Uganda Zhao Yali attended a ceremony at the Kampala China-Uganda Friendship Hospital, where he donated medical equipment and anti-malaria medicine to Uganda.","http://ug.china-embassy.org/chn/xwdt/t1167943.htm, Government Source (Donor/Recipient)",
